time,power,apparPower,reacPower,PF,rmsVolt,rmsCur,label
6/18/2016 21:27,0.7,1.1,0.3,0.8365,234.79,0.0048,0
6/18/2016 21:27,0.7,1.1,0.3,0.8237,234.83,0.0048,0
6/18/2016 21:27,0.7,1.1,0.3,0.811,234.82,0.0048,0
6/18/2016 21:27,0.7,1.1,0.3,0.8074,234.82,0.0048,0
6/18/2016 21:27,0.7,1.1,0.3,0.8033,234.92,0.0048,0
6/18/2016 21:27,0.7,1.1,0.3,0.8037,234.92,0.0048,0
6/18/2016 21:27,0.7,1.1,0.3,0.8114,235.15,0.0048,0
6/18/2016 21:27,0.7,1.1,0.3,0.8178,235.19,0.0048,0
6/18/2016 21:27,0.7,1.1,0.3,0.8369,235.26,0.0048,0
6/18/2016 21:27,0.7,1.1,0.3,0.8237,235.08,0.0048,0
6/18/2016 21:27,0.7,1.1,0.3,0.8237,234.83,0.0048,0
6/18/2016 21:27,0.7,1.1,0.3,0.825,234.82,0.0048,0
6/18/2016 21:27,0.7,1.1,0.3,0.8012,235.01,0.0048,0
6/18/2016 21:27,0.7,1.1,0.3,0.8318,235.14,0.0048,0
6/18/2016 21:27,0.7,1.1,0.3,0.8141,235.14,0.0048,0
6/18/2016 21:27,0.7,1.1,0.3,0.825,235.09,0.0048,0
6/18/2016 21:28,0.7,1.1,0.3,0.8339,235.1,0.0048,0
6/18/2016 21:28,0.7,1.1,0.3,0.8229,235.38,0.0048,0
6/18/2016 21:28,0.7,1.1,0.3,0.8104,235.43,0.0048,0
6/18/2016 21:28,0.7,1.1,0.3,0.7993,235.11,0.0048,0
6/18/2016 21:28,0.7,1.1,0.3,0.8033,235.08,0.0052,0
6/18/2016 21:28,0.7,1.1,0.3,0.8265,235.33,0.0048,0
6/18/2016 21:28,0.7,1.1,0.3,0.813,235.14,0.0052,0
6/18/2016 21:28,0.7,1.1,0.3,0.8339,235.08,0.0048,0
6/18/2016 21:28,0.7,1.1,0.3,0.8262,235.21,0.0052,0
